RUTA:,EDAD,TAMAÑO BBDD,TIEMPO MAX,ALGORITMO,EJECUCION Nº,RUTA CICLICA,POIS VISITADOS,INTERÉS,DISTANCIA TOTAL,TIEMPO RUTA,MARGEN,NUMERO DE POIS VISITADOS,PORCENTAJE INTERES,TIEMPO EJECUCION ALGORITMO
57,30,158,300,Enfriamiento Simulado,12,False,"[9, 117, 144, 89, 152, 53, 104, 25, 128]",89,2434.368,292.9470866141732,7.052913385826798,9,98.88888888888889,0.22559499740600586
58,30,158,300,Algoritmo Genetico Estacionario,12,False,"[52, 144, 92, 45, 9, 121, 117, 109]",72,5280.291,296.295157480315,3.7048425196849735,8,90.0,29.282634019851685
59,30,158,300,Algoritmo Memetico,12,False,"[109, 122, 63, 121, 93, 154, 138, 117, 89, 9]",89,2812.545,287.9100393700787,12.08996062992128,10,89.0,726.574639081955
60,30,158,300,Greedy,13,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.0888662338256836
61,30,158,300,GRASP,13,False,"[109, 9, 117, 53, 25, 104, 21, 102]",78,3527.794,273.29650918635167,26.70349081364833,8,97.5,3.683072566986084
62,30,158,300,Enfriamiento Simulado,13,False,"[9, 117, 144, 89, 152, 53, 104, 25, 102]",90,3253.184,299.69270341207346,0.3072965879265439,9,100.0,0.2327733039855957
63,30,158,300,Algoritmo Genetico Estacionario,13,False,"[102, 9, 110, 123, 154, 117, 89, 63]",73,6327.644,286.0399475065617,13.960052493438297,8,91.25,30.56775164604187
64,30,158,300,Algoritmo Memetico,13,False,"[104, 89, 9, 45, 120, 109, 7, 138, 51]",83,4583.535,290.15137795275587,9.848622047244135,9,92.22222222222221,607.3568205833435
65,30,158,300,Greedy,14,False,"[9, 117, 144, 89, 152, 53, 104, 25, 21]",89,2347.9739999999997,295.81330708661415,4.186692913385855,9,98.88888888888889,0.08871722221374512
66,30,158,300,GRASP,14,False,"[102, 21, 9, 117, 89, 104, 25, 150, 103]",85,4232.473999999999,294.54427821522313,5.45572178477687,9,94.44444444444444,4.236887693405151
67,30,158,300,Enfriamiento Simulado,14,False,"[9, 117, 144, 89, 152, 53, 104, 25, 102]",90,3253.184,299.69270341207346,0.3072965879265439,9,100.0,0.22689342498779297
68,30,158,300,Algoritmo Genetico Estacionario,14,False,"[49, 102, 138, 85, 109, 117, 119, 94, 9]",79,3467.446999999999,276.5045538057743,23.49544619422568,9,87.77777777777779,31.134600400924683
